X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,Z,behavior
4.148622209,-3.448231206,-9.460848562,2.681706069,-2.706206769,-9.438322732,0.527172988,-0.109121241,-9.122961114,1.51275727,0,-9.505900222,2.819229457,0.109121241,-9.415796902,2.314977034,-0.043648496,-9.505900222,2.635864939,-0.196418233,-9.483374392,2.429579857,-0.174593985,-9.415796902,2.429579857,0.043648496,-9.280641923,2.544182681,-0.24006673,-9.596003542,2.383738728,0.087296993,-9.596003542,2.406659293,-0.130945489,-9.843787671,2.429579857,0.109121241,-9.460848562,2.406659293,0.174593985,-9.663581031,2.521262116,0.218242481,-9.550951882,2.498341551,0.261890978,-9.415796902,2.544182681,0.327363722,-9.393271073,2.59002381,0.196418233,-9.550951882,2.773388328,0.261890978,-9.550951882,2.429579857,0.087296993,-9.505900222,2.452500422,0.34918797,-9.596003542,2.865070586,0.392836467,-9.303167753,2.59002381,0.436484963,-9.393271073,2.681706069,0.34918797,-9.776210181,3.736052045,0.392836467,-9.776210181,1.994089128,0.480133459,-9.325693583,2.039930257,0.501957707,-9.303167753,3.048435104,-0.458309211,-9.686106861,2.475420987,-0.436484963,-9.641055202,2.727547198,-0.611078948,-9.325693583,2.865070586,-0.523781955,-9.663581031,2.842150022,-0.392836467,-9.528426052,2.865070586,-0.261890978,-9.190538603,2.865070586,-0.174593985,-9.393271073,2.865070586,-0.043648496,-9.370745243,2.865070586,-0.196418233,-9.438322732,2.819229457,-0.218242481,-9.325693583,2.865070586,-0.021824248,-9.550951882,2.704626633,-0.109121241,-9.325693583,2.865070586,0,-9.325693583,WALK
1.971168563,4.93228008,-8.447186216,3.117196798,4.190255643,-8.740022005,1.421075011,3.40458271,-9.168012773,2.108691952,3.229988725,-8.762547835,4.44658955,3.841067673,-7.748885489,-0.939743152,2.946273499,-8.875176985,3.231799621,5.412413539,-7.906566298,0.939743152,5.587007524,-7.253317231,0.275046776,4.081134402,-8.740022005,2.039930257,4.255728387,-9.798736011,2.521262116,3.622825191,-9.235590263,2.20037421,2.902625003,-10.00146848,1.696121787,2.335194551,-9.393271073,2.314977034,2.357018799,-8.785073665,2.360818163,3.819243425,-8.492237876,0.481331859,4.168431395,-8.514763706,4.377827856,4.888631583,-8.559815366,2.865070586,5.543359028,-9.843787671,2.727547198,4.539443613,-9.91136516,1.329392752,2.684382521,-8.109298768,-0.435490729,2.051479325,-9.663581031,0.618855247,2.095127821,-9.235590263,0.664696376,2.575261281,-9.190538603,1.168948799,3.077218988,-9.055383624,1.260631058,3.295461469,-9.483374392,1.260631058,3.360934214,-8.649918685,1.696121787,4.779510343,-8.199402087,0.802219764,5.04140132,-8.447186216,1.07726654,5.28146805,-7.43352387,0.183364518,6.198086472,-8.289505407,0.3896496,4.34302538,-10.90250168,4.469510115,0.567430452,-10.97007917,0.848060894,1.091212407,-7.974143788,3.690210915,1.134860903,-8.559815366,2.681706069,1.505873122,-8.469712046,2.20037421,3.360934214,-8.154350427,1.627360093,5.368765042,-8.582341196,1.925327434,6.634571435,-8.965280304,2.498341551,1.811412596,-10.65471755,1.673201222,1.200333648,-10.11409763,WALK
2.910911716,2.007830829,-6.577542334,1.971168563,3.120867484,-7.388472211,1.306472187,3.470055454,-8.897702815,1.51275727,5.97984399,-12.70456807,1.581518964,0.872969926,-10.04652014,1.214789929,2.618909777,-7.52362719,0.34380847,2.553437032,-7.52362719,0.802219764,4.648564854,-8.424660386,1.673201222,6.329031961,-6.532490674,0.710537505,3.666473688,-13.38034297,0.435490729,2.946273499,-8.762547835,1.971168563,2.662558273,-5.856715777,2.269135904,3.40458271,-8.694970345,1.971168563,6.612747186,-8.379608727,0.802219764,2.575261281,-12.88477471,2.842150022,2.029655077,-8.920228644,0.275046776,2.357018799,-7.050584762,0.114602824,3.142691732,-7.63625634,0.848060894,4.408498124,-10.49703674,1.719042352,6.394504705,-11.08270832,4.927921408,-0.763848685,-10.7673467,-0.114602824,4.430322372,-7.748885489,2.24621534,2.378843047,-7.388472211,1.489836705,3.928364665,-8.672444515,1.673201222,6.438153201,-6.712697313,0.641775811,3.601000943,-14.4615828,3.66729035,2.509788536,-9.731158521,-0.137523388,1.309454888,-7.253317231,0.160443953,2.531612784,-8.289505407,1.214789929,4.517619365,-7.906566298,0.939743152,4.954104328,-10.02399431,1.168948799,5.325116546,-11.12775998,4.423668985,0,-11.26291496,0,3.928364665,-7.298368891,2.956752845,1.833236844,-7.52362719,1.214789929,3.950188913,-8.041721278,1.329392752,5.587007524,-8.807599495,1.12310767,8.140444556,-8.469712046,-0.229205647,3.317285717,-12.09637066,4.10278108,2.706206769,-8.131824598,WALK
1.604439528,3.011746243,-9.010331964,1.581518964,4.015661658,-8.131824598,0.504252423,5.827074253,-7.838988809,0.573014117,5.106874065,-9.641055202,1.673201222,3.229988725,-10.38440759,2.360818163,1.396751881,-8.559815366,-0.252126212,3.011746243,-9.235590263,0.458411294,2.357018799,-9.393271073,0.320887906,3.208164477,-8.379608727,0.022920565,5.019577072,-7.703833829,-0.573014117,6.765516923,-8.469712046,-1.398154446,8.533281023,-9.663581031,-2.521262116,4.954104328,-7.41099804,3.300561315,1.571345866,-11.10523415,-0.412570164,3.251812973,-9.010331964,2.773388328,3.513703951,-9.91136516,2.314977034,7.485717112,-4.595269302,-1.398154446,0.676551692,-10.87997585,2.085771387,4.321201132,-12.18647398,1.146028235,3.16451598,-9.055383624,-0.595934682,5.674304516,-2.207531331,6.601122631,0.720200189,-13.29023965,-1.398154446,3.99383741,-10.58714006,2.97967341,2.837152258,-8.131824598,-0.022920565,0.960266918,-9.731158521,-0.275046776,0.501957707,-11.75848321,2.154533081,1.265806392,-7.56867885,1.46691614,0.24006673,-8.559815366,-1.719042352,4.233904139,-3.378874487,7.586706912,-1.855061092,-14.52916029,2.269135904,1.113036655,-10.27177844,2.97967341,-0.611078948,-5.721560797,3.781893174,-0.763848685,-10.22672678,1.879486305,3.011746243,-9.100435284,0.687616941,1.855061092,-11.15028581,0.7792992,-2.618909777,-9.213064433,-0.091682259,-1.680467107,-8.447186216,0.710537505,-5.237819554,-10.81239836,0.641775811,-2.444315792,-10.7673467,2.406659293,-8.969765986,-10.7673467,WALK
2.956752845,1.920533836,-7.703833829,2.956752845,1.636818611,-9.370745243,2.681706069,2.640734025,-8.807599495,2.085771387,3.928364665,-8.109298768,2.085771387,5.652480268,-6.983007272,1.650280658,5.237819554,-8.785073665,1.787804046,5.390589291,-9.370745243,1.07726654,1.484048874,-12.2765773,3.506846398,2.837152258,-7.951617958,-0.252126212,1.353103385,-8.582341196,0.756378635,1.920533836,-9.866313501,1.948247999,2.858976506,-9.348219413,1.214789929,3.666473688,-8.402134556,1.237710493,4.583092109,-8.694970345,1.283551623,4.844983087,-7.388472211,0.573014117,6.481801698,-8.334557067,1.306472187,5.303292298,-8.244453747,0.893902023,5.019577072,-9.663581031,3.896495997,3.295461469,-10.3168301,2.383738728,2.880800755,-7.748885489,2.269135904,2.618909777,-8.559815366,2.819229457,2.968097747,-9.393271073,1.994089128,3.142691732,-9.055383624,2.131612516,3.317285717,-8.920228644,2.223294775,3.40458271,-9.055383624,2.154533081,3.819243425,-9.077909454,2.108691952,4.539443613,-8.379608727,1.948247999,4.93228008,-8.514763706,2.085771387,4.975928576,-7.974143788,1.673201222,5.652480268,-7.816462979,1.810724611,6.110789479,-7.230791401,1.489836705,6.961935157,-6.464913184,1.306472187,5.848898502,-7.388472211,2.24621534,6.590922938,-7.52362719,1.879486305,5.587007524,-9.686106861,1.443995576,3.099043236,-10.58714006,3.048435104,3.05539474,-8.649918685,0.3896496,1.614994362,-9.280641923,1.719042352,2.837152258,-8.740022005,1.650280658,3.273637221,-9.010331964,WALK
0.687616941,5.761601509,-10.02399431,1.214789929,2.858976506,-8.649918685,0.297967341,6.21991072,-8.334557067,-0.160443953,3.884716169,-9.213064433,0.504252423,4.233904139,-8.064247108,1.85656574,4.190255643,-8.402134556,2.085771387,4.517619365,-7.343420551,1.352313317,6.394504705,-7.748885489,0.114602824,7.50754136,-6.059448246,2.865070586,7.420244368,-6.915429782,4.469510115,3.251812973,-12.07384483,1.031425411,3.731946432,-8.312031237,1.581518964,1.789588348,-8.064247108,2.429579857,2.793503762,-8.064247108,1.306472187,5.761601509,-7.63625634,0.848060894,7.027407901,-7.974143788,0.618855247,8.598753767,-7.748885489,1.51275727,5.063225569,-11.66837989,2.567103245,2.095127821,-9.325693583,0.756378635,2.837152258,-7.929092128,1.741962916,2.400667295,-7.996669618,0.893902023,4.408498124,-7.028058932,0.985584282,4.975928576,-9.213064433,-0.137523388,6.983759405,-13.38034297,2.544182681,-0.261890978,-12.34415479,0.252126212,2.662558273,-6.645119824,2.360818163,2.182424814,-7.365946381,2.177453646,3.251812973,-9.280641923,2.177453646,4.888631583,-8.424660386,1.352313317,6.045316735,-6.577542334,1.306472187,7.463892864,-7.050584762,1.627360093,7.463892864,-10.06904597,1.535677834,2.749855266,-10.87997585,2.865070586,2.487964288,-8.469712046,-0.183364518,3.05539474,-8.154350427,0.297967341,2.837152258,-8.942754474,1.306472187,3.906540417,-8.807599495,1.12310767,4.69221335,-8.221927917,1.352313317,5.412413539,-7.43352387,1.100187105,6.503625946,-6.757748973,WALK
4.698715762,-0.087296993,-11.30796661,2.039930257,3.099043236,-7.140688082,2.910911716,1.855061092,-8.064247108,2.498341551,2.968097747,-8.694970345,2.59002381,4.255728387,-8.469712046,1.994089128,6.612747186,-7.343420551,2.727547198,3.819243425,-12.52436143,1.283551623,1.964182333,-10.90250168,1.398154446,1.309454888,-8.965280304,0.160443953,1.658642859,-8.199402087,1.398154446,3.75377068,-8.244453747,1.879486305,5.456062035,-7.748885489,2.544182681,4.888631583,-9.055383624,1.764883481,5.783425757,-8.987806134,2.887991151,0.523781955,-11.93868985,1.421075011,2.706206769,-8.357082897,3.506846398,1.243982144,-8.154350427,2.498341551,2.095127821,-8.672444515,2.085771387,3.797419176,-7.996669618,2.177453646,5.587007524,-8.289505407,1.306472187,7.420244368,-8.987806134,2.819229457,3.601000943,-10.94755334,1.764883481,0.371012218,-9.145486944,3.346402445,2.531612784,-9.100435284,0.802219764,1.636818611,-8.942754474,2.017009693,2.837152258,-8.582341196,1.787804046,4.452146621,-7.726359659,1.443995576,4.539443613,-8.559815366,2.360818163,6.503625946,-8.221927917,3.048435104,2.662558273,-11.17281164,3.461005268,1.52769737,-9.055383624,2.337897598,1.353103385,-8.312031237,2.887991151,1.87688534,-8.154350427,2.223294775,3.513703951,-7.884040469,1.994089128,2.553437032,-8.469712046,1.627360093,7.136529142,-11.3755441,2.20037421,2.793503762,-10.7673467,2.177453646,1.87688534,-8.604867026,1.398154446,1.069388159,-8.785073665,1.810724611,2.313370303,-8.942754474,WALK
2.475420987,3.513703951,-9.460848562,1.008504846,5.346940794,-10.24925261,4.286145597,0.872969926,-11.64585406,1.489836705,1.964182333,-7.50110136,2.727547198,1.091212407,-8.514763706,2.59002381,1.789588348,-9.596003542,2.429579857,2.378843047,-8.987806134,2.085771387,2.968097747,-8.785073665,2.039930257,4.975928576,-7.52362719,1.352313317,6.56909869,-6.532490674,2.314977034,4.801334591,-8.492237876,1.46691614,5.543359028,-10.00146848,2.567103245,2.204249062,-10.94755334,2.773388328,3.186340228,-8.086772938,0.618855247,1.745939851,-9.145486944,1.764883481,2.771679514,-9.213064433,1.948247999,3.491879702,-8.424660386,1.948247999,5.019577072,-7.163213911,1.535677834,6.241734968,-8.514763706,2.314977034,6.045316735,-9.213064433,3.552687527,4.015661658,-11.62332823,2.223294775,1.789588348,-8.086772938,2.406659293,1.986006581,-8.131824598,2.887991151,1.898709588,-9.393271073,2.910911716,2.640734025,-8.875176985,2.521262116,3.557352447,-8.559815366,2.727547198,4.866807335,-7.974143788,2.498341551,6.001668239,-6.442387354,2.360818163,4.888631583,-7.906566298,3.369323009,6.547274442,-10.92502751,3.002593974,2.880800755,-10.36188176,2.085771387,3.295461469,-7.63625634,1.031425411,2.269721807,-9.235590263,1.787804046,2.095127821,-9.235590263,1.650280658,2.924449251,-8.920228644,1.489836705,3.535528199,-8.514763706,1.994089128,4.69221335,-7.884040469,2.360818163,5.717953013,-6.735223143,2.314977034,4.452146621,-8.627392856,1.764883481,6.198086472,-8.604867026,WALK
3.461005268,-1.243982144,-9.235590263,3.461005268,-1.069388159,-8.987806134,3.346402445,-1.047563911,-9.596003542,3.461005268,-0.611078948,-8.875176985,3.529766962,-0.611078948,-9.753684351,2.887991151,0.851145678,-9.325693583,2.727547198,1.28763064,-9.032857794,2.910911716,2.618909777,-8.244453747,1.948247999,3.491879702,-9.055383624,2.337897598,2.968097747,-9.100435284,2.498341551,2.509788536,-8.965280304,2.635864939,2.749855266,-9.235590263,2.498341551,3.05539474,-9.055383624,2.59002381,3.05539474,-8.965280304,2.727547198,3.317285717,-9.505900222,3.094276233,3.557352447,-8.424660386,2.59002381,3.491879702,-8.694970345,2.865070586,3.229988725,-8.830125325,2.59002381,3.360934214,-8.875176985,2.727547198,3.011746243,-8.942754474,2.498341551,2.793503762,-9.032857794,1.329392752,4.146607147,-8.740022005,3.048435104,4.233904139,-9.100435284,2.292056469,4.015661658,-7.884040469,2.24621534,5.237819554,-7.185739741,2.131612516,5.543359028,-7.838988809,2.314977034,5.150522561,-7.974143788,2.314977034,5.325116546,-8.064247108,2.085771387,5.150522561,-8.019195448,2.498341551,5.019577072,-8.154350427,2.039930257,5.128698313,-8.064247108,2.223294775,5.106874065,-7.974143788,2.223294775,5.019577072,-7.951617958,2.177453646,5.325116546,-7.861514639,2.223294775,5.128698313,-8.019195448,2.223294775,5.28146805,-7.974143788,2.108691952,5.325116546,-7.884040469,2.383738728,5.325116546,-8.019195448,2.337897598,4.997752824,-8.199402087,2.154533081,5.412413539,-7.59120468,WALK
2.177453646,3.841067673,-7.771411319,1.214789929,5.150522561,-7.748885489,0.160443953,7.245650383,-8.334557067,1.237710493,7.136529142,-8.041721278,0.412570164,2.487964288,-10.22672678,2.865070586,3.251812973,-8.965280304,0.710537505,3.622825191,-8.492237876,1.12310767,2.924449251,-7.47857553,1.214789929,5.848898502,-8.402134556,1.398154446,8.642402263,-7.320894721,-0.229205647,2.291546055,-13.44792046,-0.229205647,1.964182333,-7.951617958,2.635864939,2.968097747,-6.600068164,1.810724611,4.015661658,-8.649918685,2.039930257,8.205917301,-6.915429782,-0.962663717,1.833236844,-11.62332823,4.05693995,3.666473688,-9.505900222,1.85656574,2.880800755,-8.649918685,0.985584282,6.023492487,-7.028058932,-0.114602824,-0.371012218,-11.53322491,2.796308892,3.710122184,-10.87997585,3.598528656,3.666473688,-9.010331964,3.254720186,4.997752824,-4.97820841,0.939743152,-0.174593985,-11.17281164,3.644369786,5.128698313,-11.03765666,2.750467763,4.670389102,-10.40693342,1.146028235,6.329031961,-1.711963073,1.51275727,1.047563911,-13.65065293,1.352313317,3.710122184,-11.66837989,3.254720186,5.761601509,-3.739287765,0.848060894,-0.501957707,-12.70456807,1.948247999,3.186340228,-11.91616402,4.171542774,3.339109965,-10.13662346,-0.160443953,6.416328953,-4.054649384,-0.481331859,-1.091212407,-12.65951641,-0.939743152,2.640734025,-12.25405147,1.673201222,3.841067673,-10.15914929,3.438084704,4.561267861,-4.482640152,-1.673201222,3.033570492,-13.24518799,2.475420987,4.277552635,-12.20899981,WALK
1.168948799,-0.109121241,-11.01513083,3.185958492,2.858976506,-7.793937149,0.962663717,1.898709588,-7.275843061,1.214789929,2.858976506,-8.379608727,2.635864939,5.543359028,-8.694970345,0.870981458,5.085049817,-8.019195448,8.916099664,1.091212407,-11.71343155,1.306472187,4.037485906,-6.036922416,3.690210915,2.924449251,-7.974143788,2.910911716,7.114704894,-7.884040469,1.031425411,3.601000943,-12.38920645,6.440678678,2.880800755,-9.100435284,1.12310767,1.964182333,-7.343420551,1.85656574,0.34918797,-9.663581031,0.504252423,7.442068616,-9.055383624,6.096870208,-0.480133459,-12.65951641,1.443995576,3.622825191,-7.275843061,3.804813739,1.789588348,-6.217129055,3.461005268,1.87688534,-8.830125325,2.452500422,6.830989668,-12.43425811,3.002593974,0.283715226,-11.8260607,3.254720186,4.10295865,-7.884040469,1.100187105,1.855061092,-6.757748973,1.902406869,1.658642859,-9.145486944,0.962663717,7.332947375,-10.33935593,5.18004762,0.829321429,-12.18647398,0.527172988,3.557352447,-7.253317231,3.552687527,1.418576129,-6.352284035,3.598528656,3.360934214,-7.343420551,2.039930257,6.852813916,-11.78100904,1.581518964,0.305539474,-10.06904597,3.002593974,3.360934214,-7.253317231,0.73345807,2.509788536,-7.793937149,2.337897598,6.416328953,-7.54615302,1.948247999,4.801334591,-12.83972305,1.902406869,1.745939851,-10.3168301,2.93383228,1.898709588,-6.780274803,2.681706069,1.28763064,-8.875176985,2.314977034,7.15835339,-14.59673778,5.91350569,1.047563911,-10.94755334,WALK
2.24621534,3.142691732,-9.91136516,2.773388328,3.40458271,-12.18647398,3.804813739,-0.480133459,-9.821261841,2.24621534,0.807497181,-7.61373051,2.910911716,1.396751881,-7.4560497,2.452500422,2.837152258,-7.771411319,2.292056469,5.827074253,-10.33935593,1.398154446,4.081134402,-12.74961973,4.652874632,-0.109121241,-8.920228644,2.842150022,0.458309211,-8.312031237,0.664696376,1.134860903,-8.875176985,2.269135904,2.487964288,-8.064247108,2.544182681,4.539443613,-7.56867885,4.240304468,3.40458271,-8.109298768,0,2.662558273,-14.28137616,3.415164139,0.894794174,-8.559815366,2.223294775,0.130945489,-6.870378123,4.331986726,0.436484963,-9.460848562,2.727547198,1.87688534,-9.325693583,3.094276233,3.251812973,-8.604867026,1.421075011,3.972013162,-8.199402087,1.673201222,5.63065602,-8.672444515,2.108691952,6.285383464,-7.884040469,0.206285082,5.827074253,-12.54688726,3.506846398,1.571345866,-9.550951882,0.3896496,3.535528199,-8.221927917,3.185958492,1.964182333,-8.694970345,1.741962916,2.313370303,-7.838988809,2.039930257,4.168431395,-8.312031237,3.965257691,5.717953013,-8.447186216,1.994089128,1.658642859,-13.44792046,2.314977034,0.261890978,-8.492237876,2.910911716,0.043648496,-7.343420551,3.690210915,0.93844267,-7.996669618,2.681706069,2.662558273,-8.649918685,3.002593974,2.858976506,-8.785073665,1.764883481,4.539443613,-13.1776105,4.515351244,-0.567430452,-10.78987253,2.062850822,0.436484963,-6.960481442,1.031425411,2.073303573,-8.041721278,WALK
0.618855247,3.186340228,-12.81719722,3.461005268,2.553437032,-9.460848562,0.916822588,2.684382521,-8.131824598,0.573014117,2.357018799,-8.357082897,2.108691952,5.019577072,-7.974143788,2.062850822,6.438153201,-8.875176985,1.994089128,4.190255643,-12.23152564,1.948247999,-0.196418233,-9.415796902,2.085771387,2.357018799,-7.388472211,3.140117363,1.920533836,-9.100435284,2.612944375,2.575261281,-8.221927917,2.223294775,3.339109965,-8.131824598,1.948247999,6.329031961,-8.424660386,1.833645175,6.525450194,-11.71343155,2.910911716,0.960266918,-10.13662346,2.223294775,1.484048874,-8.649918685,1.283551623,1.374927633,-8.604867026,0.848060894,2.378843047,-9.100435284,1.787804046,3.426406958,-7.951617958,1.168948799,3.579176695,-7.884040469,1.902406869,6.721868427,-5.608931648,2.796308892,5.412413539,-14.14622118,1.375233881,0.654727444,-9.168012773,2.956752845,2.22607331,-6.622593994,3.369323009,2.553437032,-8.830125325,2.773388328,3.491879702,-8.424660386,1.833645175,4.233904139,-7.298368891,1.535677834,6.067140983,-6.464913184,1.443995576,5.303292298,-9.888839331,0.573014117,2.793503762,-13.22266216,3.117196798,2.313370303,-8.762547835,0.893902023,1.658642859,-7.681307999,0.687616941,3.229988725,-7.929092128,1.51275727,5.587007524,-8.604867026,1.51275727,6.678219931,-6.307232375,1.51275727,3.710122184,-13.51549795,2.956752845,0.960266918,-9.686106861,3.598528656,2.837152258,-6.712697313,3.346402445,2.335194551,-7.163213911,2.910911716,3.731946432,-8.447186216,WALK
0.802219764,4.015661658,-8.221927917,0.893902023,6.110789479,-8.199402087,1.168948799,5.936195494,-8.627392856,3.461005268,5.04140132,-12.14142232,0.893902023,1.702291355,-7.208265571,1.810724611,2.182424814,-8.920228644,2.498341551,1.964182333,-9.415796902,2.635864939,2.531612784,-9.168012773,2.635864939,3.208164477,-8.244453747,3.346402445,4.604916358,-7.703833829,1.398154446,5.019577072,-8.244453747,2.406659293,5.412413539,-7.56867885,2.269135904,5.783425757,-8.289505407,1.627360093,5.28146805,-9.641055202,2.24621534,5.739777261,-11.03765666,2.773388328,4.277552635,-8.559815366,0.481331859,1.789588348,-8.064247108,1.214789929,2.706206769,-9.596003542,0.916822588,2.793503762,-9.641055202,0.756378635,3.535528199,-8.875176985,0.848060894,5.28146805,-6.712697313,1.581518964,4.561267861,-8.221927917,1.535677834,5.717953013,-9.055383624,0.870981458,8.489632527,-8.266979577,2.956752845,1.396751881,-9.663581031,2.360818163,1.113036655,-9.776210181,1.398154446,1.047563911,-9.821261841,2.865070586,0.960266918,-6.802800633,2.314977034,3.491879702,-7.793937149,1.489836705,10.54111185,-7.343420551,0.481331859,5.761601509,-8.965280304,1.719042352,-0.174593985,-11.96121568,0.664696376,0.698375941,-10.18167512,-0.091682259,1.353103385,-7.43352387,1.443995576,3.557352447,-8.830125325,-2.383738728,5.477886283,-9.235590263,8.366006112,-0.698375941,-13.26771382,2.910911716,-0.698375941,-9.055383624,2.59002381,0.152769737,-8.830125325,2.314977034,2.968097747,-8.875176985,WALK
1.146028235,6.045316735,-13.60560127,4.607033503,1.309454888,-10.83492419,1.764883481,2.095127821,-7.41099804,0.573014117,2.378843047,-7.073110592,2.269135904,3.360934214,-8.649918685,0.756378635,6.263559216,-12.07384483,6.073949643,0.305539474,-10.58714006,1.168948799,3.077218988,-6.487439014,3.002593974,2.422491544,-7.343420551,2.521262116,2.924449251,-9.505900222,1.994089128,7.332947375,-12.43425811,3.736052045,0.501957707,-11.51069908,2.337897598,3.295461469,-7.861514639,0.893902023,1.745939851,-7.140688082,1.031425411,3.579176695,-8.965280304,1.673201222,6.394504705,-7.59120468,2.93383228,3.75377068,-11.80353487,2.360818163,1.505873122,-8.694970345,2.452500422,2.444315792,-6.442387354,3.461005268,2.902625003,-7.54615302,2.521262116,5.04140132,-8.402134556,2.177453646,5.652480268,-11.44312159,1.031425411,1.745939851,-10.29430427,2.269135904,3.05539474,-7.118162252,1.031425411,2.335194551,-7.56867885,1.535677834,4.190255643,-9.055383624,0.893902023,6.459977449,-10.69976921,7.838833124,0.742024437,-11.26291496,0.848060894,3.884716169,-6.419861524,2.796308892,2.007830829,-7.343420551,2.93383228,3.972013162,-9.145486944,1.581518964,7.027407901,-11.84858653,1.375233881,1.134860903,-10.22672678,2.887991151,3.797419176,-7.703833829,0.756378635,1.986006581,-7.47857553,1.51275727,3.426406958,-9.303167753,0.664696376,5.543359028,-9.460848562,6.005187949,1.222157896,-11.10523415,1.994089128,4.015661658,-6.667645653,2.796308892,2.182424814,-7.343420551,WALK
1.581518964,3.513703951,-8.649918685,2.24621534,4.801334591,-7.54615302,2.24621534,6.176262224,-7.343420551,2.727547198,5.63065602,-8.627392856,2.727547198,4.408498124,-11.62332823,2.039930257,0.916618422,-9.280641923,1.650280658,2.531612784,-7.951617958,2.819229457,1.1785094,-9.731158521,2.360818163,1.855061092,-9.370745243,2.819229457,2.858976506,-8.649918685,2.131612516,3.40458271,-8.830125325,2.20037421,4.430322372,-7.996669618,1.948247999,5.805250005,-7.4560497,1.764883481,7.071056397,-8.199402087,2.062850822,5.958019742,-8.694970345,1.925327434,3.229988725,-10.65471755,3.873575433,2.357018799,-8.875176985,2.131612516,1.614994362,-8.131824598,0.550093553,2.487964288,-9.550951882,2.269135904,2.793503762,-9.032857794,2.154533081,2.706206769,-9.010331964,1.443995576,3.011746243,-9.145486944,2.223294775,3.491879702,-9.032857794,1.696121787,3.99383741,-8.920228644,1.810724611,4.583092109,-8.379608727,1.764883481,4.823158839,-7.838988809,1.535677834,5.587007524,-7.748885489,1.398154446,5.87072275,-7.861514639,1.994089128,5.412413539,-7.59120468,1.07726654,5.390589291,-9.641055202,3.690210915,2.968097747,-10.72229504,0.939743152,2.662558273,-7.50110136,3.071355669,2.924449251,-8.875176985,2.681706069,2.357018799,-9.258116093,2.681706069,2.902625003,-8.875176985,2.635864939,3.295461469,-8.875176985,2.337897598,3.622825191,-8.740022005,2.223294775,4.430322372,-8.289505407,1.764883481,5.194171057,-8.154350427,1.719042352,5.914371246,-6.937955612,WALK
3.781893174,-1.855061092,-8.199402087,4.331986726,-1.920533836,-8.920228644,3.483925833,1.003915414,-9.370745243,4.331986726,4.452146621,-8.965280304,3.736052045,-1.571345866,-10.49703674,3.804813739,-1.745939851,-9.460848562,3.598528656,-3.928364665,-8.875176985,2.406659293,-0.742024437,-8.604867026,3.415164139,-0.043648496,-8.266979577,0.985584282,0.872969926,-9.032857794,3.140117363,3.99383741,-9.393271073,2.727547198,0.698375941,-8.785073665,2.704626633,2.793503762,-9.280641923,3.781893174,1.87688534,-9.055383624,5.111285926,0.523781955,-10.97007917,2.750467763,-1.222157896,-8.244453747,3.529766962,-0.065472744,-8.424660386,3.781893174,0.371012218,-8.920228644,3.804813739,1.069388159,-8.875176985,3.873575433,1.28763064,-8.672444515,4.05693995,1.920533836,-8.604867026,3.071355669,3.382758462,-7.996669618,3.644369786,4.233904139,-7.388472211,2.567103245,7.027407901,-9.505900222,3.415164139,4.015661658,-10.92502751,4.927921408,-0.34918797,-8.559815366,3.575608092,0.043648496,-8.109298768,1.948247999,1.964182333,-8.379608727,3.369323009,2.487964288,-7.793937149,2.773388328,4.190255643,-7.681307999,4.813318585,1.986006581,-7.52362719,0.939743152,4.539443613,-10.24925261,8.366006112,1.440400377,-11.8260607,1.07726654,2.247897558,-6.442387354,4.148622209,1.898709588,-8.402134556,2.956752845,3.470055454,-8.740022005,2.773388328,3.862891921,-7.47857553,2.567103245,5.499710531,-6.442387354,1.673201222,6.263559216,-8.694970345,3.438084704,7.529365608,-9.663581031,WALK
